invoice_id,branch,city,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,total,profit,rating_level
1453,WALM071,Lufkin,Home and lifestyle,32.0,2.0,28/11/22,15:04:00,Ewallet,5.0,0.33,64.0,21.12,Low
1454,WALM090,Brownwood,Fashion accessories,67.0,2.0,12/12/22,6:06:00,Ewallet,7.0,0.33,134.0,44.22,Medium
1455,WALM016,Brownsville,Home and lifestyle,36.0,3.0,04/07/20,19:21:00,Ewallet,8.0,0.48,108.0,51.839999999999996,Medium
1456,WALM020,Killeen,Fashion accessories,69.0,2.0,03/02/23,10:46:00,Ewallet,8.0,0.48,138.0,66.24,Medium
1457,WALM062,Galveston,Home and lifestyle,40.0,1.0,11/07/23,19:42:00,Ewallet,4.0,0.33,40.0,13.200000000000001,Low
1458,WALM038,Sugar Land,Fashion accessories,33.0,3.0,06/10/22,8:51:00,Ewallet,7.0,0.48,99.0,47.519999999999996,Medium
1459,WALM042,Bryan,Home and lifestyle,46.0,2.0,27/11/21,19:29:00,Ewallet,8.0,0.48,92.0,44.16,Medium
1460,WALM017,McKinney,Fashion accessories,76.0,1.0,12/01/20,9:32:00,Ewallet,8.0,0.48,76.0,36.48,Medium
1461,WALM043,Baytown,Home and lifestyle,19.0,1.0,20/04/22,9:13:00,Ewallet,7.0,0.48,19.0,9.12,Medium
1462,WALM029,Round Rock,Fashion accessories,62.0,3.0,05/06/21,20:22:00,Ewallet,5.0,0.48,186.0,89.28,Low
1463,WALM045,Missouri City,Home and lifestyle,53.0,2.0,12/05/21,20:26:00,Credit card,5.0,0.48,106.0,50.879999999999995,Low
1464,WALM071,Lufkin,Fashion accessories,55.0,2.0,16/09/23,19:53:00,Ewallet,7.0,0.33,110.0,36.300000000000004,Medium
1465,WALM089,Southlake,Home and lifestyle,47.0,2.0,01/04/23,10:06:00,Ewallet,4.0,0.33,94.0,31.020000000000003,Low
1466,WALM088,Cleburne,Fashion accessories,63.0,2.0,07/11/20,18:43:00,Ewallet,5.0,0.33,126.0,41.580000000000005,Low
1467,WALM042,Bryan,Home and lifestyle,59.0,3.0,22/06/20,9:33:00,Ewallet,9.0,0.48,177.0,84.96,High
1468,WALM088,Cleburne,Fashion accessories,49.0,1.0,22/12/22,17:34:00,Ewallet,5.0,0.33,49.0,16.17,Low
1469,WALM020,Killeen,Home and lifestyle,68.0,2.0,12/04/20,9:58:00,Ewallet,9.0,0.48,136.0,65.28,High
1470,WALM023,Midland,Fashion accessories,73.0,1.0,18/05/21,17:51:00,Ewallet,7.0,0.48,73.0,35.04,Medium
1471,WALM079,La Porte,Home and lifestyle,82.0,1.0,29/11/20,14:59:00,Ewallet,5.0,0.33,82.0,27.060000000000002,Low
1472,WALM095,Big Spring,Fashion accessories,68.0,2.0,09/03/23,20:49:00,Ewallet,4.0,0.33,136.0,44.88,Low
1473,WALM001,Houston,Home and lifestyle,58.0,2.0,05/03/23,11:06:00,Ewallet,4.0,0.36,116.0,41.76,Low
1474,WALM065,Texas City,Fashion accessories,44.0,1.0,26/05/20,19:41:00,Ewallet,7.0,0.33,44.0,14.520000000000001,Medium
1475,WALM076,Huntsville,Home and lifestyle,40.0,3.0,14/12/21,17:23:00,Ewallet,7.0,0.33,120.0,39.6,Medium
1476,WALM089,Southlake,Fashion accessories,18.0,3.0,27/07/22,18:04:00,Ewallet,6.0,0.33,54.0,17.82,Medium
1477,WALM094,Alamo,Home and lifestyle,56.0,3.0,23/11/22,20:44:00,Ewallet,8.0,0.33,168.0,55.440000000000005,Medium
1478,WALM009,Plano,Fashion accessories,45.0,1.0,21/02/22,8:50:00,Ewallet,5.0,0.48,45.0,21.599999999999998,Low
1479,WALM069,Rockwall,Home and lifestyle,28.0,1.0,12/07/20,16:32:00,Ewallet,4.0,0.33,28.0,9.24,Low
1480,WALM069,Rockwall,Fashion accessories,72.0,2.0,04/12/20,7:23:00,Ewallet,9.0,0.33,144.0,47.52,High
1481,WALM032,Tyler,Home and lifestyle,33.0,2.0,06/01/21,10:35:00,Ewallet,4.0,0.48,66.0,31.68,Low
1482,WALM017,McKinney,Fashion accessories,69.0,1.0,28/05/20,13:36:00,Ewallet,9.0,0.48,69.0,33.12,High
1483,WALM021,McAllen,Home and lifestyle,51.0,1.0,16/06/22,12:40:00,Ewallet,8.0,0.48,51.0,24.48,Medium
1484,WALM030,Richardson,Fashion accessories,22.0,1.0,21/01/20,19:46:00,Ewallet,8.0,0.48,22.0,10.559999999999999,Medium
1485,WALM006,El Paso,Home and lifestyle,17.0,2.0,28/03/21,18:45:00,Ewallet,6.0,0.48,34.0,16.32,Medium
1486,WALM047,Flower Mound,Fashion accessories,37.0,1.0,24/11/21,21:37:00,Ewallet,5.0,0.48,37.0,17.759999999999998,Low
1487,WALM015,Grand Prairie,Home and lifestyle,63.0,2.0,18/06/21,13:42:00,Ewallet,6.0,0.48,126.0,60.48,Medium
1488,WALM068,Burleson,Fashion accessories,22.0,1.0,20/07/23,15:37:00,Ewallet,6.0,0.33,22.0,7.260000000000001,Medium
1489,WALM065,Texas City,Home and lifestyle,24.0,3.0,25/01/20,8:01:00,Ewallet,5.0,0.33,72.0,23.76,Low
1490,WALM094,Alamo,Fashion accessories,77.0,2.0,13/01/22,12:25:00,Ewallet,5.0,0.33,154.0,50.82,Low
1491,WALM048,Harlingen,Home and lifestyle,19.0,2.0,02/10/21,7:27:00,Ewallet,5.0,0.48,38.0,18.24,Low
1492,WALM098,Mineral Wells,Fashion accessories,57.0,1.0,19/01/21,18:43:00,Ewallet,4.0,0.18,57.0,10.26,Low
1493,WALM099,Weatherford,Home and lifestyle,27.0,1.0,29/02/20,7:38:00,Ewallet,4.0,0.18,27.0,4.859999999999999,Low
1494,WALM046,Temple,Fashion accessories,55.0,2.0,22/01/20,19:40:00,Ewallet,4.0,0.48,110.0,52.8,Low
1495,WALM046,Temple,Home and lifestyle,70.0,2.0,02/03/20,17:39:00,Ewallet,5.0,0.48,140.0,67.2,Low
1496,WALM049,North Richland Hills,Fashion accessories,65.0,2.0,23/08/23,18:22:00,Ewallet,4.0,0.48,130.0,62.4,Low
1497,WALM068,Burleson,Home and lifestyle,52.0,3.0,19/12/22,13:00:00,Ewallet,6.0,0.33,156.0,51.480000000000004,Medium
1499,WALM084,Schertz,Home and lifestyle,70.0,3.0,06/11/21,12:31:00,Ewallet,5.0,0.33,210.0,69.3,Low
1500,WALM046,Temple,Fashion accessories,69.0,2.0,30/06/21,14:01:00,Ewallet,7.0,0.48,138.0,66.24,Medium
1501,WALM035,San Angelo,Home and lifestyle,25.0,3.0,11/09/22,14:32:00,Ewallet,7.0,0.48,75.0,36.0,Medium
1502,WALM052,Mansfield,Fashion accessories,15.0,2.0,05/11/23,16:07:00,Ewallet,6.0,0.57,30.0,17.099999999999998,Medium
1503,WALM093,Angleton,Home and lifestyle,43.0,3.0,11/09/22,6:01:00,Ewallet,4.0,0.33,129.0,42.57,Low
1504,WALM019,Pasadena,Fashion accessories,52.0,1.0,12/09/20,22:06:00,Ewallet,9.0,0.48,52.0,24.96,High
1505,WALM024,Carrollton,Home and lifestyle,61.0,3.0,04/07/21,17:07:00,Ewallet,8.0,0.48,183.0,87.84,Medium
1506,WALM077,Coppell,Fashion accessories,15.0,1.0,17/06/20,8:00:00,Ewallet,6.0,0.33,15.0,4.95,Medium
1507,WALM062,Galveston,Home and lifestyle,34.0,3.0,03/11/21,7:03:00,Ewallet,5.0,0.33,102.0,33.660000000000004,Low
1508,WALM035,San Angelo,Fashion accessories,64.0,2.0,19/06/21,20:49:00,Ewallet,7.0,0.48,128.0,61.44,Medium
1509,WALM064,Bedford,Home and lifestyle,27.0,1.0,13/05/23,7:45:00,Ewallet,5.0,0.33,27.0,8.91,Low
1510,WALM020,Killeen,Fashion accessories,57.0,1.0,09/06/20,6:31:00,Ewallet,8.0,0.48,57.0,27.36,Medium
1511,WALM093,Angleton,Home and lifestyle,67.0,1.0,11/12/20,12:58:00,Ewallet,9.0,0.33,67.0,22.11,High
1512,WALM026,Denton,Fashion accessories,34.0,3.0,22/10/23,23:00:00,Ewallet,9.0,0.48,102.0,48.96,High
1513,WALM002,Dallas,Home and lifestyle,52.0,1.0,07/03/22,8:06:00,Ewallet,5.0,0.36,52.0,18.72,Low
1514,WALM036,Allen,Fashion accessories,17.0,2.0,08/07/22,15:55:00,Ewallet,4.0,0.48,34.0,16.32,Low
1515,WALM011,Lubbock,Home and lifestyle,71.0,1.0,22/05/22,22:22:00,Ewallet,4.0,0.48,71.0,34.08,Low
1516,WALM093,Angleton,Fashion accessories,19.0,2.0,15/02/21,13:22:00,Ewallet,8.0,0.33,38.0,12.540000000000001,Medium
1517,WALM039,Longview,Home and lifestyle,41.0,3.0,17/04/22,20:41:00,Ewallet,5.0,0.48,123.0,59.04,Low
1518,WALM048,Harlingen,Fashion accessories,49.0,1.0,13/10/20,13:46:00,Ewallet,5.0,0.48,49.0,23.52,Low
1519,WALM049,North Richland Hills,Home and lifestyle,61.0,1.0,20/12/23,20:19:00,Ewallet,8.0,0.48,61.0,29.279999999999998,Medium
1520,WALM034,College Station,Fashion accessories,32.0,1.0,06/10/20,17:29:00,Ewallet,9.0,0.48,32.0,15.36,High
1521,WALM062,Galveston,Home and lifestyle,26.0,3.0,26/10/22,11:40:00,Ewallet,7.0,0.33,78.0,25.740000000000002,Medium
1522,WALM089,Southlake,Fashion accessories,20.0,2.0,06/06/23,21:24:00,Ewallet,8.0,0.33,40.0,13.200000000000001,Medium
1523,WALM026,Denton,Home and lifestyle,43.0,1.0,25/12/21,16:17:00,Ewallet,9.0,0.48,43.0,20.64,High
1524,WALM012,Garland,Fashion accessories,51.0,1.0,29/10/20,16:15:00,Ewallet,6.0,0.48,51.0,24.48,Medium
1525,WALM072,Lancaster,Home and lifestyle,19.0,1.0,12/03/23,9:04:00,Ewallet,4.0,0.33,19.0,6.2700000000000005,Low
1526,WALM038,Sugar Land,Fashion accessories,85.0,1.0,12/12/23,10:34:00,Ewallet,5.0,0.48,85.0,40.8,Low
1527,WALM084,Schertz,Home and lifestyle,74.0,3.0,18/05/21,15:53:00,Ewallet,9.0,0.33,222.0,73.26,High
1528,WALM016,Brownsville,Fashion accessories,68.0,3.0,26/04/22,16:18:00,Ewallet,6.0,0.48,204.0,97.92,Medium
1529,WALM079,La Porte,Home and lifestyle,80.0,3.0,14/08/21,15:40:00,Ewallet,9.0,0.33,240.0,79.2,High
1530,WALM091,Little Elm,Fashion accessories,67.0,1.0,15/07/23,21:31:00,Ewallet,5.0,0.33,67.0,22.11,Low
1531,WALM096,Eagle Pass,Home and lifestyle,42.0,2.0,02/06/22,16:48:00,Ewallet,9.0,0.33,84.0,27.720000000000002,High
1532,WALM063,Georgetown,Fashion accessories,16.0,2.0,28/04/22,7:17:00,Ewallet,5.0,0.33,32.0,10.56,Low
1533,WALM097,Alice,Home and lifestyle,33.0,2.0,23/08/21,22:15:00,Ewallet,7.0,0.18,66.0,11.879999999999999,Medium
1534,WALM076,Huntsville,Fashion accessories,38.0,3.0,19/09/20,14:24:00,Ewallet,4.0,0.33,114.0,37.620000000000005,Low
1535,WALM076,Huntsville,Home and lifestyle,36.0,2.0,28/12/22,7:04:00,Ewallet,5.0,0.33,72.0,23.76,Low
1536,WALM094,Alamo,Fashion accessories,50.0,1.0,07/11/21,22:16:00,Ewallet,8.0,0.33,50.0,16.5,Medium
1537,WALM099,Weatherford,Home and lifestyle,39.0,1.0,22/03/23,11:10:00,Ewallet,6.0,0.18,39.0,7.02,Medium
1538,WALM061,Cedar Park,Fashion accessories,27.0,3.0,23/11/22,21:57:00,Ewallet,9.0,0.33,81.0,26.73,High
1539,WALM086,Rosenberg,Home and lifestyle,51.0,1.0,16/01/21,10:12:00,Ewallet,8.0,0.33,51.0,16.830000000000002,Medium
1540,WALM031,Lewisville,Fashion accessories,78.0,1.0,15/12/21,11:45:00,Ewallet,7.0,0.48,78.0,37.44,Medium
1541,WALM009,Plano,Home and lifestyle,53.0,3.0,18/02/21,21:55:00,Ewallet,7.0,0.48,159.0,76.32,Medium
1542,WALM036,Allen,Fashion accessories,22.0,2.0,23/10/21,13:38:00,Ewallet,7.0,0.48,44.0,21.119999999999997,Medium
1543,WALM062,Galveston,Home and lifestyle,84.0,2.0,07/10/20,14:49:00,Ewallet,4.0,0.33,168.0,55.440000000000005,Low
1544,WALM053,Conroe,Fashion accessories,40.0,2.0,30/11/21,16:06:00,Ewallet,8.0,0.57,80.0,45.599999999999994,Medium
1545,WALM025,Waco,Home and lifestyle,42.0,3.0,06/07/21,11:00:00,Ewallet,9.0,0.48,126.0,60.48,High
1546,WALM019,Pasadena,Fashion accessories,38.0,1.0,27/08/22,15:41:00,Ewallet,4.0,0.48,38.0,18.24,Low
1547,WALM018,Frisco,Home and lifestyle,50.0,3.0,22/10/20,17:56:00,Ewallet,9.0,0.48,150.0,72.0,High
1548,WALM027,Abilene,Fashion accessories,55.0,2.0,19/01/22,11:22:00,Ewallet,4.0,0.48,110.0,52.8,Low
1549,WALM064,Bedford,Home and lifestyle,48.0,1.0,03/08/20,14:30:00,Ewallet,4.0,0.33,48.0,15.84,Low
1550,WALM013,Irving,Fashion accessories,62.0,3.0,13/08/22,14:02:00,Ewallet,4.0,0.48,186.0,89.28,Low
1551,WALM008,Corpus Christi,Home and lifestyle,73.0,1.0,19/05/21,16:12:00,Ewallet,6.0,0.48,73.0,35.04,Medium
1552,WALM020,Killeen,Fashion accessories,42.0,2.0,16/07/21,14:13:00,Ewallet,9.0,0.48,84.0,40.32,High
1553,WALM069,Rockwall,Home and lifestyle,84.0,1.0,06/12/23,21:21:00,Ewallet,8.0,0.33,84.0,27.720000000000002,Medium
1554,WALM020,Killeen,Fashion accessories,19.0,1.0,12/09/23,19:54:00,Ewallet,7.0,0.48,19.0,9.12,Medium
1555,WALM032,Tyler,Home and lifestyle,26.0,2.0,07/11/23,6:56:00,Ewallet,4.0,0.48,52.0,24.96,Low
1556,WALM010,Laredo,Fashion accessories,33.0,3.0,25/01/20,7:21:00,Ewallet,6.0,0.48,99.0,47.519999999999996,Medium
1557,WALM012,Garland,Home and lifestyle,23.0,1.0,09/07/23,18:53:00,Ewallet,4.0,0.48,23.0,11.04,Low
1558,WALM082,Weslaco,Fashion accessories,81.0,3.0,27/12/22,21:46:00,Cash,5.0,0.33,243.0,80.19,Low
1559,WALM096,Eagle Pass,Home and lifestyle,78.0,2.0,17/02/20,18:54:00,Ewallet,9.0,0.33,156.0,51.480000000000004,High
1560,WALM026,Denton,Fashion accessories,42.0,3.0,20/12/21,13:54:00,Ewallet,7.0,0.48,126.0,60.48,Medium
1561,WALM082,Weslaco,Home and lifestyle,27.0,2.0,24/06/20,9:26:00,Cash,6.0,0.33,54.0,17.82,Medium
1562,WALM065,Texas City,Fashion accessories,53.0,3.0,22/03/22,18:19:00,Ewallet,6.0,0.33,159.0,52.470000000000006,Medium
1563,WALM085,Kerrville,Home and lifestyle,23.0,2.0,16/01/21,19:04:00,Ewallet,4.0,0.33,46.0,15.180000000000001,Low
1564,WALM048,Harlingen,Fashion accessories,81.0,1.0,27/08/20,7:08:00,Ewallet,7.0,0.48,81.0,38.879999999999995,Medium
1565,WALM033,Pearland,Home and lifestyle,47.0,3.0,09/08/21,17:46:00,Ewallet,8.0,0.48,141.0,67.67999999999999,Medium
1566,WALM046,Temple,Fashion accessories,76.0,2.0,11/09/23,12:23:00,Ewallet,9.0,0.48,152.0,72.96,High
1567,WALM072,Lancaster,Home and lifestyle,25.0,1.0,30/01/20,14:48:00,Ewallet,4.0,0.33,25.0,8.25,Low
1568,WALM044,Pharr,Fashion accessories,67.0,2.0,16/05/23,17:59:00,Ewallet,4.0,0.48,134.0,64.32,Low
1569,WALM052,Mansfield,Home and lifestyle,25.0,1.0,28/06/21,13:17:00,Ewallet,9.0,0.57,25.0,14.249999999999998,High
1570,WALM047,Flower Mound,Fashion accessories,66.0,1.0,01/12/22,6:12:00,Ewallet,8.0,0.48,66.0,31.68,Medium
1571,WALM039,Longview,Home and lifestyle,15.0,3.0,29/01/22,20:09:00,Ewallet,6.0,0.48,45.0,21.599999999999998,Medium
1572,WALM070,Hurst,Fashion accessories,36.0,1.0,06/04/21,16:34:00,Ewallet,5.0,0.33,36.0,11.88,Low
1573,WALM018,Frisco,Home and lifestyle,69.0,1.0,23/07/20,10:51:00,Ewallet,6.0,0.48,69.0,33.12,Medium
1574,WALM023,Midland,Fashion accessories,50.0,2.0,25/03/21,21:22:00,Ewallet,5.0,0.48,100.0,48.0,Low
1575,WALM034,College Station,Home and lifestyle,74.0,2.0,12/02/22,9:10:00,Ewallet,7.0,0.48,148.0,71.03999999999999,Medium
1576,WALM059,Pflugerville,Fashion accessories,75.0,2.0,02/10/20,20:08:00,Ewallet,5.0,0.33,150.0,49.5,Low
1577,WALM071,Lufkin,Home and lifestyle,24.0,1.0,13/07/23,10:46:00,Ewallet,5.0,0.33,24.0,7.92,Low
1578,WALM017,McKinney,Fashion accessories,74.0,3.0,23/02/23,7:49:00,Ewallet,4.0,0.48,222.0,106.56,Low
1579,WALM019,Pasadena,Home and lifestyle,64.0,2.0,17/08/22,16:01:00,Ewallet,9.0,0.48,128.0,61.44,High
1580,WALM035,San Angelo,Fashion accessories,46.0,1.0,28/04/20,13:31:00,Ewallet,4.0,0.48,46.0,22.08,Low
1581,WALM025,Waco,Home and lifestyle,73.0,1.0,22/10/22,19:36:00,Ewallet,9.0,0.48,73.0,35.04,High
1582,WALM008,Corpus Christi,Fashion accessories,49.0,3.0,29/04/20,8:14:00,Ewallet,7.0,0.48,147.0,70.56,Medium
1583,WALM027,Abilene,Home and lifestyle,69.0,2.0,09/12/20,9:01:00,Ewallet,6.0,0.48,138.0,66.24,Medium
1584,WALM020,Killeen,Fashion accessories,36.0,3.0,18/02/21,19:25:00,Ewallet,8.0,0.48,108.0,51.839999999999996,Medium
1585,WALM061,Cedar Park,Home and lifestyle,42.0,2.0,11/10/20,20:43:00,Ewallet,7.0,0.33,84.0,27.720000000000002,Medium
1587,WALM065,Texas City,Home and lifestyle,38.0,1.0,18/06/23,18:27:00,Ewallet,7.0,0.33,38.0,12.540000000000001,Medium
1588,WALM017,McKinney,Fashion accessories,61.0,1.0,05/01/23,17:07:00,Ewallet,7.0,0.48,61.0,29.279999999999998,Medium
1589,WALM043,Baytown,Home and lifestyle,35.0,2.0,25/06/22,22:05:00,Ewallet,8.0,0.48,70.0,33.6,Medium
1590,WALM032,Tyler,Fashion accessories,45.0,3.0,12/10/20,15:27:00,Ewallet,5.0,0.48,135.0,64.8,Low
1591,WALM019,Pasadena,Home and lifestyle,62.0,2.0,11/10/20,12:06:00,Ewallet,7.0,0.48,124.0,59.519999999999996,Medium
1592,WALM052,Mansfield,Fashion accessories,39.0,3.0,04/04/20,15:48:00,Ewallet,7.0,0.57,117.0,66.69,Medium
1593,WALM027,Abilene,Home and lifestyle,60.0,2.0,13/02/21,15:49:00,Ewallet,4.0,0.48,120.0,57.599999999999994,Low
1594,WALM074,Weslaco,Fashion accessories,78.0,3.0,26/05/21,22:35:00,Cash,9.0,0.33,234.0,77.22,High
1595,WALM052,Mansfield,Home and lifestyle,68.0,1.0,12/04/22,22:07:00,Ewallet,6.0,0.57,68.0,38.76,Medium
1597,WALM062,Galveston,Home and lifestyle,52.0,1.0,14/01/20,7:48:00,Ewallet,4.0,0.33,52.0,17.16,Low
1598,WALM095,Big Spring,Fashion accessories,15.0,3.0,29/05/22,18:53:00,Ewallet,7.0,0.33,45.0,14.850000000000001,Medium
1599,WALM012,Garland,Home and lifestyle,80.0,2.0,14/10/23,21:45:00,Ewallet,9.0,0.48,160.0,76.8,High
1600,WALM060,DeSoto,Fashion accessories,82.0,1.0,31/08/21,14:48:00,Ewallet,9.0,0.33,82.0,27.060000000000002,High
1601,WALM016,Brownsville,Home and lifestyle,50.0,2.0,26/12/21,7:21:00,Ewallet,6.0,0.48,100.0,48.0,Medium
1602,WALM054,Sherman,Fashion accessories,48.0,1.0,18/03/21,6:34:00,Ewallet,8.0,0.21,48.0,10.08,Medium
1603,WALM049,North Richland Hills,Home and lifestyle,43.0,2.0,15/07/22,22:21:00,Ewallet,8.0,0.48,86.0,41.28,Medium
1604,WALM093,Angleton,Fashion accessories,48.0,1.0,09/01/20,19:06:00,Ewallet,7.0,0.33,48.0,15.84,Medium
1605,WALM035,San Angelo,Home and lifestyle,34.0,1.0,26/07/21,22:47:00,Ewallet,5.0,0.48,34.0,16.32,Low
1606,WALM048,Harlingen,Fashion accessories,46.0,3.0,17/12/21,22:51:00,Ewallet,5.0,0.48,138.0,66.24,Low
1608,WALM063,Georgetown,Fashion accessories,45.0,3.0,07/07/23,6:42:00,Ewallet,8.0,0.33,135.0,44.550000000000004,Medium
1609,WALM094,Alamo,Home and lifestyle,29.0,3.0,20/11/20,17:00:00,Ewallet,6.0,0.33,87.0,28.71,Medium
1611,WALM068,Burleson,Home and lifestyle,55.0,3.0,05/12/23,15:44:00,Ewallet,7.0,0.33,165.0,54.45,Medium
1612,WALM054,Sherman,Fashion accessories,42.0,3.0,13/10/20,17:23:00,Ewallet,6.0,0.21,126.0,26.459999999999997,Medium
1613,WALM030,Richardson,Home and lifestyle,52.0,1.0,22/07/20,20:15:00,Ewallet,6.0,0.48,52.0,24.96,Medium
1614,WALM005,Fort Worth,Fashion accessories,52.0,3.0,21/03/20,8:45:00,Ewallet,9.0,0.48,156.0,74.88,High
1615,WALM021,McAllen,Home and lifestyle,17.0,3.0,05/08/23,15:17:00,Ewallet,4.0,0.48,51.0,24.48,Low
1616,WALM084,Schertz,Fashion accessories,55.0,1.0,20/04/23,19:48:00,Ewallet,8.0,0.33,55.0,18.150000000000002,Medium
1617,WALM051,New Braunfels,Home and lifestyle,52.0,1.0,14/02/22,17:08:00,Ewallet,7.0,0.48,52.0,24.96,Medium
1618,WALM083,Farmers Branch,Fashion accessories,72.0,3.0,26/06/23,22:53:00,Ewallet,8.0,0.33,216.0,71.28,Medium
1619,WALM040,Edinburg,Home and lifestyle,43.0,1.0,01/06/21,11:30:00,Ewallet,4.0,0.48,43.0,20.64,Low
1620,WALM047,Flower Mound,Fashion accessories,29.0,1.0,28/05/23,15:12:00,Ewallet,7.0,0.48,29.0,13.92,Medium
1621,WALM085,Kerrville,Home and lifestyle,74.0,2.0,18/12/21,15:07:00,Ewallet,9.0,0.33,148.0,48.84,High
1622,WALM031,Lewisville,Fashion accessories,85.0,1.0,08/09/22,7:33:00,Ewallet,8.0,0.48,85.0,40.8,Medium
1624,WALM043,Baytown,Fashion accessories,33.0,3.0,16/02/20,17:57:00,Ewallet,6.0,0.48,99.0,47.519999999999996,Medium
1625,WALM083,Farmers Branch,Home and lifestyle,28.0,2.0,01/01/23,19:48:00,Ewallet,7.0,0.33,56.0,18.48,Medium
1626,WALM081,Friendswood,Fashion accessories,23.0,3.0,27/08/22,16:59:00,Ewallet,4.0,0.33,69.0,22.77,Low
1627,WALM001,Houston,Home and lifestyle,63.0,1.0,09/09/20,18:39:00,Ewallet,4.0,0.36,63.0,22.68,Low
1628,WALM008,Corpus Christi,Fashion accessories,64.0,3.0,20/05/20,11:38:00,Ewallet,8.0,0.48,192.0,92.16,Medium
1629,WALM012,Garland,Home and lifestyle,54.0,2.0,09/06/22,21:03:00,Ewallet,4.0,0.48,108.0,51.839999999999996,Low
1630,WALM084,Schertz,Fashion accessories,48.0,3.0,21/02/20,11:58:00,Ewallet,7.0,0.33,144.0,47.52,Medium
1631,WALM078,Del Rio,Home and lifestyle,36.0,2.0,24/10/21,8:37:00,Ewallet,7.0,0.33,72.0,23.76,Medium
1632,WALM071,Lufkin,Fashion accessories,49.0,2.0,15/01/20,18:14:00,Ewallet,8.0,0.33,98.0,32.34,Medium
1633,WALM068,Burleson,Home and lifestyle,58.0,2.0,29/07/20,9:26:00,Ewallet,5.0,0.33,116.0,38.28,Low
1634,WALM097,Alice,Fashion accessories,23.0,3.0,11/04/20,20:01:00,Ewallet,9.0,0.18,69.0,12.42,High
1635,WALM015,Grand Prairie,Home and lifestyle,47.0,1.0,09/04/23,20:10:00,Ewallet,9.0,0.48,47.0,22.56,High
1636,WALM015,Grand Prairie,Fashion accessories,37.0,3.0,12/08/23,11:12:00,Ewallet,6.0,0.48,111.0,53.28,Medium
1637,WALM029,Round Rock,Home and lifestyle,76.0,3.0,22/01/20,10:57:00,Ewallet,6.0,0.48,228.0,109.44,Medium
1638,WALM007,Arlington,Fashion accessories,48.0,1.0,01/03/21,20:40:00,Ewallet,4.0,0.48,48.0,23.04,Low
1639,WALM018,Frisco,Home and lifestyle,27.0,2.0,07/08/22,16:31:00,Ewallet,6.0,0.48,54.0,25.919999999999998,Medium
1640,WALM043,Baytown,Fashion accessories,64.0,3.0,13/10/20,9:33:00,Ewallet,4.0,0.48,192.0,92.16,Low
1641,WALM093,Angleton,Home and lifestyle,80.0,2.0,14/12/23,12:41:00,Ewallet,7.0,0.33,160.0,52.800000000000004,Medium
1642,WALM053,Conroe,Fashion accessories,76.0,2.0,31/12/21,7:01:00,Ewallet,9.0,0.57,152.0,86.63999999999999,High
1643,WALM050,Victoria,Home and lifestyle,29.0,1.0,10/01/23,9:25:00,Ewallet,7.0,0.48,29.0,13.92,Medium
1644,WALM091,Little Elm,Fashion accessories,17.0,1.0,02/02/21,14:12:00,Ewallet,8.0,0.33,17.0,5.61,Medium
1645,WALM084,Schertz,Home and lifestyle,63.0,2.0,01/03/21,22:36:00,Ewallet,8.0,0.33,126.0,41.580000000000005,Medium
1646,WALM008,Corpus Christi,Fashion accessories,65.0,3.0,25/06/22,15:51:00,Ewallet,4.0,0.48,195.0,93.6,Low
1647,WALM006,El Paso,Home and lifestyle,29.0,1.0,31/10/23,9:38:00,Ewallet,8.0,0.48,29.0,13.92,Medium
1648,WALM020,Killeen,Fashion accessories,50.0,3.0,20/03/23,6:09:00,Ewallet,4.0,0.48,150.0,72.0,Low
1649,WALM046,Temple,Home and lifestyle,52.0,1.0,26/11/21,16:31:00,Ewallet,6.0,0.48,52.0,24.96,Medium
1650,WALM089,Southlake,Fashion accessories,63.0,2.0,22/09/23,12:12:00,Ewallet,8.0,0.33,126.0,41.580000000000005,Medium
1651,WALM047,Flower Mound,Home and lifestyle,37.0,2.0,28/08/21,17:17:00,Ewallet,4.0,0.48,74.0,35.519999999999996,Low
1652,WALM058,Port Arthur,Fashion accessories,34.0,3.0,01/10/21,15:26:00,Ewallet,9.0,0.33,102.0,33.660000000000004,High
1653,WALM039,Longview,Home and lifestyle,54.0,3.0,15/02/21,12:52:00,Ewallet,6.0,0.48,162.0,77.75999999999999,Medium
1654,WALM100,Canyon,Fashion accessories,65.0,2.0,13/08/23,8:52:00,Ewallet,4.0,0.18,130.0,23.4,Low
1655,WALM035,San Angelo,Home and lifestyle,58.0,2.0,26/06/23,19:54:00,Ewallet,6.0,0.48,116.0,55.68,Medium
1656,WALM028,Odessa,Fashion accessories,58.0,1.0,12/09/20,16:50:00,Ewallet,5.0,0.48,58.0,27.84,Low
1657,WALM014,Amarillo,Home and lifestyle,85.0,1.0,05/06/23,17:34:00,Ewallet,7.0,0.48,85.0,40.8,Medium
1658,WALM067,Haltom City,Fashion accessories,25.0,3.0,14/11/21,14:29:00,Ewallet,7.0,0.33,75.0,24.75,Medium
1659,WALM060,DeSoto,Home and lifestyle,26.0,1.0,08/06/21,22:06:00,Ewallet,5.0,0.33,26.0,8.58,Low
1660,WALM030,Richardson,Fashion accessories,28.0,2.0,05/03/22,21:56:00,Ewallet,4.0,0.48,56.0,26.88,Low
1661,WALM046,Temple,Home and lifestyle,75.0,1.0,11/12/22,21:51:00,Ewallet,7.0,0.48,75.0,36.0,Medium
